2024-08-03 22:16:08
00:00
28,8690000000000000 28,7095571944066140
29,1330000000000100 28,7095571944066140
29,8210000000000000 28,7095571944066140
30,7160000000000000 28,7095571944066140
30,9180000000000100 28,7095571944066140
31,0500000000000000 28,7095571944066140
26,5320000000000000 28,7095571944066140
27,0760000000000000 28,7095571944066140
27,4200000000000000 28,7095571944066140
27,6970000000000000 28,7095571944066140
28,0700000000000000 28,7095571944066140
28,2610000000000000 28,7095571944066140
26,9240000000000000 28,7095571944066140
27,0370000000000000 28,7095571944066140
27,3320000000000000 28,7095571944066140
27,6800000000000000 28,7095571944066140
27,8350000000000000 28,7095571944066140
28,3850000000000000 28,7095571944066140
29,3490000000000000 28,7095571944066140
28,4330000000000030 28,7095571944066140
30,0270000000000000 28,7095571944066140
30,3530000000000000 28,7095571944066140
30,7490000000000000 28,7095571944066140
30,9510000000000000 28,7095571944066140
29,1680000000000100 28,7095571944066140
29,6220000000000000 28,7095571944066140
30,0030000000000000 28,7095571944066140
30,3120000000000000 28,7095571944066140
30,9440000000000100 28,7095571944066140
31,2240000000000000 28,7095571944066140
28,8910000000000000 28,7095571944066140
28,9090000000000000 28,7095571944066140
29,4740000000000000 28,7095571944066140
30,0550000000000000 28,7095571944066140
30,3760000000000000 28,7095571944066140
30,5830000000000000 28,7095571944066140
28,4380000000000000 28,7095571944066140
28,6830000000000030 28,7095571944066140
28,9680000000000040 28,7095571944066140
29,8400000000000000 28,7095571944066140
29,8730000000000000 28,7095571944066140
30,2410000000000000 28,7095571944066140
27,7920000000000000 28,7095571944066140
27,8680000000000000 28,7095571944066140
28,5420000000000000 28,7095571944066140
29,1690000000000000 28,7095571944066140
29,4140000000000000 28,7095571944066140
29,3540000000000000 28,7095571944066140
24,5130000000000000 28,7095571944066140
25,0130000000000000 28,7095571944066140
25,3960000000000000 28,7095571944066140
25,7570000000000000 28,7095571944066140
26,1450000000000000 28,7095571944066140
26,2930000000000100 28,7095571944066140
25,5010000000000000 28,7095571944066140
25,8520000000000000 28,7095571944066140
25,8300000000000000 28,7095571944066140
26,5560000000000000 28,7095571944066140
26,5580000000000030 28,7095571944066140
26,5860000000000000 28,7095571944066140
28,1050000000000000 28,7095571944066140
28,5690000000000100 28,7095571944066140
28,6680000000000100 28,7095571944066140
29,2580000000000100 28,7095571944066140
29,3720000000000000 28,7095571944066140
29,7250000000000000 28,7095571944066140
28,6640000000000000 28,7095571944066140
29,0190000000000000 28,7095571944066140
29,4180000000000100 28,7095571944066140
29,9420000000000000 28,7095571944066140
30,0330000000000000 28,7095571944066140
30,3460000000000000 28,7095571944066140
28,8480000000000100 28,7095571944066140
29,1190000000000000 28,7095571944066140
29,4180000000000100 28,7095571944066140
30,0460000000000000 28,7095571944066140
30,2480000000000000 28,7095571944066140
30,5710000000000000 28,7095571944066140
28,4420000000000000 28,7095571944066140
29,3560000000000000 28,7095571944066140
29,4350000000000000 28,7095571944066140
30,1890000000000000 28,7095571944066140
30,5420000000000000 28,7095571944066140
30,8690000000000000 28,7095571944066140
28,4970000000000000 28,7095571944066140
28,7080000000000000 28,7095571944066140
29,3540000000000000 28,7095571944066140
29,6060000000000000 28,7095571944066140
29,7570000000000000 28,7095571944066140
30,0570000000000000 28,7095571944066140
26,1630000000000000 28,7095571944066140
26,2460000000000000 28,7095571944066140
26,7110000000000000 28,7095571944066140
27,3840000000000000 28,7095571944066140
27,4550000000000000 28,7095571944066140
27,5450000000000000 28,7095571944066140
26,3460000000000000 28,7095571944066140
26,5840000000000000 28,7095571944066140
26,9380000000000000 28,7095571944066140
27,1720000000000000 28,7095571944066140
27,3560000000000000 28,7095571944066140
27,6800000000000000 28,7095571944066140
29,3920000000000000 28,7095571944066140
29,8520000000000000 28,7095571944066140
30,2370000000000000 28,7095571944066140
30,5040000000000000 28,7095571944066140
30,8150000000000000 28,7095571944066140
30,7340000000000000 28,7095571944066140
28,8540000000000000 28,7095571944066140
29,6560000000000000 28,7095571944066140
29,9740000000000000 28,7095571944066140
30,2880000000000000 28,7095571944066140
30,8010000000000000 28,7095571944066140
30,6050000000000000 28,7095571944066140
28,3260000000000000 28,7095571944066140
28,5510000000000000 28,7095571944066140
29,1920000000000000 28,7095571944066140
29,7040000000000000 28,7095571944066140
29,8030000000000000 28,7095571944066140
29,7030000000000100 28,7095571944066140
28,0270000000000000 28,7095571944066140
28,0780000000000100 28,7095571944066140
28,9400000000000000 28,7095571944066140
29,4030000000000000 28,7095571944066140
29,4200000000000000 28,7095571944066140
29,8390000000000000 28,7095571944066140
27,7220000000000000 28,7095571944066140
28,3640000000000000 28,7095571944066140
28,7490000000000000 28,7095571944066140
29,0770000000000000 28,7095571944066140
29,3270000000000000 28,7095571944066140
29,6300000000000000 28,7095571944066140
25,8450000000000000 28,7095571944066140
25,9330000000000030 28,7095571944066140
26,4970000000000000 28,7095571944066140
26,9170000000000000 28,7095571944066140
27,4440000000000100 28,7095571944066140
27,8900000000000000 28,7095571944066140
25,9600000000000000 28,7095571944066140
26,5310000000000000 28,7095571944066140
26,9350000000000000 28,7095571944066140
27,0590000000000000 28,7095571944066140
27,5060000000000000 28,7095571944066140
27,6240000000000000 28,7095571944066140
28,5410000000000000 28,7095571944066140
28,9000000000000000 28,7095571944066140
29,3510000000000000 28,7095571944066140
29,4290000000000000 28,7095571944066140
29,7400000000000000 28,7095571944066140
29,8150000000000000 28,7095571944066140
27,8310000000000000 28,7095571944066140
28,5220000000000000 28,7095571944066140
29,0030000000000000 28,7095571944066140
29,4020000000000000 28,7095571944066140
29,5680000000000000 28,7095571944066140
29,8480000000000100 28,7095571944066140
28,0040000000000000 28,7095571944066140
28,4720000000000000 28,7095571944066140
29,1550000000000000 28,7095571944066140
29,6330000000000100 28,7095571944066140
29,7770000000000000 28,7095571944066140
30,0370000000000000 28,7095571944066140
28,2990000000000000 28,7095571944066140
28,6420000000000000 28,7095571944066140
29,3010000000000000 28,7095571944066140
29,6260000000000000 28,7095571944066140
29,8810000000000000 28,7095571944066140
30,3690000000000000 28,7095571944066140
27,5960000000000000 28,7095571944066140
28,1090000000000000 28,7095571944066140
28,2900000000000000 28,7095571944066140
28,8960000000000000 28,7095571944066140
29,1500000000000000 28,7095571944066140
28,3300000000000000 28,7095571944066140
24,4610000000000000 28,7095571944066140
24,7980000000000000 28,7095571944066140
24,9900000000000000 28,7095571944066140
25,6730000000000000 28,7095571944066140
25,7880000000000000 28,7095571944066140
26,8870000000000000 28,7095571944066140
25,6430000000000000 28,7095571944066140
26,0210000000000000 28,7095571944066140
26,4680000000000040 28,7095571944066140
26,4000000000000000 28,7095571944066140
26,8330000000000000 28,7095571944066140
27,1750000000000000 28,7095571944066140
28,3960000000000000 28,7095571944066140
28,3350000000000000 28,7095571944066140
28,8890000000000000 28,7095571944066140
29,5310000000000000 28,7095571944066140
29,8130000000000000 28,7095571944066140
29,8410000000000000 28,7095571944066140
27,9090000000000000 28,7095571944066140
28,6230000000000000 28,7095571944066140
28,8530000000000000 28,7095571944066140
29,4380000000000000 28,7095571944066140
29,3170000000000000 28,7095571944066140
30,0080000000000100 28,7095571944066140
27,6770000000000000 28,7095571944066140
27,8330000000000000 28,7095571944066140
27,9650000000000000 28,7095571944066140
28,8010000000000000 28,7095571944066140
28,9620000000000000 28,7095571944066140
29,5090000000000000 28,7095571944066140
26,8750000000000000 28,7095571944066140
27,7680000000000000 28,7095571944066140
27,9540000000000000 28,7095571944066140
28,5300000000000000 28,7095571944066140
28,9510000000000000 28,7095571944105640
28,5260000000000000 28,7095571944066140
26,9540000000000000 28,7095571944066140
27,1110000000000000 28,7095571944066140
27,8600000000000000 28,7095571944066140
28,0830000000000000 28,7095571944066140
28,4870000000000000 28,7095571944066140
29,1130000000000030 28,7095571944066140
24,0130000000000000 28,7095571944066140
24,8980000000000030 28,7095571944066140
24,8280000000000100 28,7095571944066140
25,3460000000000000 28,7095571944066140
25,7550000000000000 28,7095571944066140
26,2070000000000000 28,7095571944066140
24,5950000000000000 28,7095571944066140
25,0690000000000100 28,7095571944066140
25,0020000000000000 28,7095571944066140
25,6610000000000000 28,7095571944066140
25,6400000000000000 28,7095571944066140
26,3900000000000000 28,7095571944066140
27,6500000000000000 28,7095571944066140
28,0400000000000000 28,7095571944066140
28,1220000000000000 28,7095571944066140
28,5480000000000000 28,7095571944066140
28,7420000000000000 28,7095571944066140
28,9720000000000000 28,7095571944066140
27,5120000000000000 28,7095571944066140
27,7470000000000000 28,7095571944066140
27,7520000000000000 28,7095571944066140
28,4740000000000000 28,7095571944066140
28,7740000000000000 28,7095571944066140
28,7160000000000000 28,7095571944066140
26,6070000000000000 28,7095571944066140
27,1520000000000000 28,7095571944066140
27,4920000000000000 28,7095571944066140
27,7580000000000100 28,7095571944066140
28,0780000000000100 28,7095571944066140
27,9200000000000000 28,7095571944066140
26,2800000000000000 28,7095571944066140
26,8630000000000030 28,7095571944066140
27,2410000000000000 28,7095571944066140
28,0570000000000000 28,7095571944066140
28,3360000000000000 28,7095571944143730
28,8820000000000000 28,7095571944066140
26,4570000000000000 28,7095571944066140
26,7980000000000000 28,7095571944066140
27,0950000000000000 28,7095571944066140
27,6980000000000000 28,7095571944066140
27,9360000000000000 28,7095571944066140
28,1750000000000000 28,7095571944066140
24,0330000000000000 28,7095571944066140
24,1700000000000000 28,7095571944066140
24,5780000000000100 28,7095571944066140
25,4470000000000000 28,7095571944066140
25,4790000000000000 28,7095571944066140
25,6990000000000000 28,7095571944066140
24,5730000000000000 28,7095571944066140
24,5780000000000100 28,7095571944066140
24,7870000000000000 28,7095571944066140
25,6440000000000000 28,7095571944066140
25,5250000000000000 28,7095571944066140
25,3770000000000000 28,7095571944066140
26,9360000000000000 28,7095571944066140
27,7160000000000000 28,7095571944066140
28,0440000000000000 28,7095571944066140
28,3390000000000000 28,7095571944066140
28,3640000000000000 28,7095571944066140
28,5220000000000000 28,7095571944066140
25,9980000000000000 28,7095571944066140
26,6090000000000000 28,7095571944066140
26,9270000000000000 28,7095571944066140
27,4550000000000000 28,7095571944066140
27,8300000000000000 28,7095571944066140
27,9430000000000000 28,7095571944066140
26,2890000000000000 28,7095571944066140
26,6410000000000000 28,7095571944066140
27,1770000000000000 28,7095571944066140
27,2460000000000000 28,7095571944066140
27,7570000000000000 28,7095571944066140
28,4150000000000000 28,7095571944066140
26,5790000000000000 28,7095571944066140
27,1990000000000000 28,7095571944066140
27,3610000000000000 28,7095571944066140
28,1640000000000000 28,7095571944066140
28,1190000000000000 28,7095571944157650
28,5890000000000000 28,7095571944066140
26,7490000000000000 28,7095571944066140
26,9710000000000000 28,7095571944066140
27,2030000000000100 28,7095571944066140
27,9580000000000000 28,7095571944066140
27,9380000000000000 28,7095571944066140
28,3260000000000000 28,7095571944066140
23,9080000000000000 28,7095571944066140
24,4210000000000000 28,7095571944066140
24,8300000000000000 28,7095571944066140
25,3730000000000000 28,7095571944066140
25,6090000000000000 28,7095571944066140
25,3230000000000000 28,7095571944066140
24,8050000000000000 28,7095571944066140
24,8160000000000000 28,7095571944066140
25,2260000000000000 28,7095571944066140
25,8950000000000000 28,7095571944066140
25,9530000000000100 28,7095571944066140
26,2650000000000000 28,7095571944066140
27,4250000000000000 28,7095571944066140
27,6250000000000000 28,7095571944066140
27,8790000000000000 28,7095571944066140
28,2950000000000000 28,7095571944066140
28,3230000000000000 28,7095571944066140
29,0670000000000000 28,7095571944066140
27,0280000000000000 28,7095571944066140
27,2040000000000000 28,7095571944066140
27,5720000000000000 28,7095571944066140
27,8260000000000000 28,7095571944066140
28,0560000000000000 28,7095571944066140
28,4920000000000000 28,7095571944066140
25,8110000000000000 28,7095571944066140
26,4120000000000000 28,7095571944066140
26,6980000000000000 28,7095571944066140
27,2990000000000000 28,7095571944066140
27,6670000000000000 28,7095571944066140
28,0100000000000000 28,7095571944066140
25,7590000000000000 28,7095571944066140
26,0680000000000000 28,7095571944066140
26,4520000000000000 28,7095571944066140
27,1850000000000000 28,7095571944066140
27,5430000000000100 28,7095571948958370
28,0460000000000000 28,7095571944066140
25,5680000000000000 28,7095571944066140
26,0200000000000000 28,7095571944066140
26,4850000000000000 28,7095571944066140
26,7720000000000000 28,7095571944066140
26,9820000000000000 28,7095571944066140
27,4220000000000000 28,7095571944066140
23,4620000000000000 28,7095571944066140
23,7540000000000000 28,7095571944066140
23,9410000000000000 28,7095571944066140
24,2420000000000000 28,7095571944066140
24,4860000000000000 28,7095571944066140
25,0310000000000000 28,7095571944066140
24,2350000000000000 28,7095571944066140
24,4290000000000000 28,7095571944066140
24,6900000000000000 28,7095571944066140
24,6660000000000000 28,7095571944066140
25,3850000000000000 28,7095571944066140
25,5440000000000000 28,7095571944066140
26,6100000000000000 28,7095571944066140
26,6950000000000000 28,7095571944066140
27,2800000000000000 28,7095571944066140
27,6500000000000000 28,7095571944066140
27,5870000000000000 28,7095571944066140
28,0570000000000000 28,7095571944066140
26,3810000000000000 28,7095571944066140
27,0580000000000030 28,7095571944066140
27,2010000000000000 28,7095571944066140
27,5560000000000000 28,7095571944066140
27,7710000000000000 28,7095571944066140
27,8150000000000000 28,7095571944066140
25,9790000000000000 28,7095571944066140
26,4700000000000000 28,7095571944066140
26,9010000000000000 28,7095571944066140
