100, 100, List(1200), 0.6321371183419199
100, 100, List(1200), 0.5639946223314511
5, 100, List(1200), 1.0403192477980354
5, 100, List(1200), 1.2721280921002012
100, 100, List(1200), 4.340930082037251
100, 100, List(1200), 4.312814863570024
100, 100, List(1200), 4.56301242706692
100, 100, List(30240), 3.3294495849919676
100, 100, List(1200), 0.20736855878403984
100, 100, List(30240), 0.10012541395820453
100, 100, List(175104), 0.10613004972153772
100, 100, List(175104), 0.14319317994886496
100, 100, List(175104), 0.12200741106384229
100, 100, List(30240), 0.10390786420037362
